carbon_1,consumption_1,hour_1,hour_2,hour_3,humidity_1,load_1,price_1,price_pred_1,solar_1,solar_diffused_1,solar_direct_1,storage_1,temp_1,month
-0.23671838751470012,-0.5860456272791829,-0.8775654913762004,0.03522496791334523,0.93338440792437,-0.244702308398031,-0.3008315876460094,-0.16207325023534333,0.20068799481729105,0.9962972082103233,-0.08382263769980827,0.3194716968872285,-0.9297881030323875,-0.18151134976970504,1
0.20279260028387447,-0.025356630845216888,0.9101694490774037,-0.6557276631765658,-0.04370600512648615,-0.33825299346215587,-0.25645037986560415,0.9756737159001561,-0.0698671018524788,-0.39254933225624766,-0.2859491420056308,0.6966969165077814,0.4412032549516871,-0.3759845754355211,2
-0.02535673566387353,0.024227660057168254,0.007742831830930275,-0.19066166219782743,-0.7858338521607589,-0.40164972067966853,0.29511177516749476,0.7391397794839119,0.7256183044335853,-0.49459944367984865,0.16970813977407762,-0.8397224491717894,0.3270581278804596,0.3170063256558626,3
0.7227689559342043,0.0618299749345117,-0.5132731566933835,0.8239345124471804,-0.6955990421608063,-0.45213375927998656,-0.8898046528783854,0.6242500696305511,0.19007359262183443,-0.1622261380585477,0.10733467785998996,-0.7721540638354414,0.3128210359033581,0.3043601802105136,4
-0.36745642093214137,-0.46550882009466443,0.8284349917602782,0.973763734736192,-0.025199962742080473,0.16926706827050064,0.2822460825654265,0.4415498349227007,0.10245911933999152,-0.5199795637335374,-0.900816088309595,-0.06382456890063448,0.1455588167990045,-0.7156369866014427,5
-0.6552503510345105,-0.8198869728769709,-0.5171901604043143,0.02223375837032804,-0.10929567654248329,-0.46792264724671395,0.5716456389233484,0.8726397739313905,0.15472236816599794,-0.8945125878568541,-0.057436377507779524,-0.44740911968591823,0.9924096833101093,-0.4580013856634533,6
0.17887187296860363,-0.8176335515055633,-0.2617342487589982,0.07284296237422372,0.26413089915058174,0.32973798210506033,-0.0650637498146629,0.11928922072493164,-0.182746428927693,0.6704032749509807,0.44505504168785404,0.6377015458118718,0.29231900080798434,0.9763785909107272,7
0.22866387137361222,0.788668944931948,-0.2490259553972476,0.5943885163624867,0.30177019208104516,-0.18412405780284802,0.18929827547401357,-0.7540686754056034,0.9307632302802236,0.5819151145930708,0.9379205641179311,-0.6902192267192311,-0.1987593158875327,0.08805071343413129,8
0.47638348391329655,-0.37741786417611767,0.6669972701017834,-0.4820464585762738,-0.4851567406576991,0.6411136494527754,-0.06915727072362121,-0.13864302212563118,0.09865483621147919,0.32466577451711665,-0.7889395722872561,-0.5373032726510882,-0.12193302015720353,0.43946135578885426,9
-0.1125123881245278,0.0864388618072458,0.356035099993806,-0.9611990374614707,0.18479638057246994,-0.6627527062526539,-0.32338978107258987,-0.335221329010136,0.17277245725907076,0.7509796327264009,0.8817173620181102,0.5697366117004261,-0.01987692583958256,-0.9161314851729678,10
-0.4334202348666487,-0.3186923789819309,0.8923726385817214,-0.5210291855502838,-0.5874987074451508,0.13965425739852133,0.6680851605081553,0.5884744306121921,0.8071160316000119,0.6146532238871769,-0.4717372426580895,0.05159645400521051,0.4009023380288601,-0.17276948021086835,11
0.5891226019427236,0.9501488243449874,0.39671423217099067,-0.47381306677852963,0.48460569977736956,-0.874179284106138,0.12165109177994471,0.6162038467560547,-0.25845785097228546,0.0141182739284611,-0.35314041102111005,0.42261848735643537,0.8866099360877568,0.7917759731459075,12
