carbon_1,carbon_2,carbon_3,consumption_1,consumption_2,consumption_3,hour_1,hour_2,hour_3,humidity_1,humidity_2,humidity_3,load_1,load_2,load_3,price_1,price_2,price_3,price_pred_1,price_pred_2,price_pred_3,solar_1,solar_2,solar_3,solar_diffused_1,solar_diffused_2,solar_diffused_3,solar_direct_1,solar_direct_2,solar_direct_3,storage_1,storage_2,storage_3,temp_1,temp_2,temp_3,month
-0.3245945851592289,-0.3030980651268953,-0.9156571692688333,-0.6645132639565179,-0.20424607831609687,0.5643979008632807,0.028547870976581402,0.02576746038725819,-0.27299931827752677,-0.36540910070631005,0.8206113604539644,-0.35570151739590616,0.16613982707982689,0.8269701196996333,0.41897435897769886,-0.9797679735847067,0.19589720489394868,-0.9928071027549981,-0.9399596826341052,-0.7474939310166906,-0.47812892001870266,0.3401944341220935,-0.896906888246938,0.2465735769820312,0.8611237130249938,0.7437925391312061,0.6346395832265703,0.8841575402203654,0.7504170775131811,0.05723715140295682,0.4161206467254255,0.4610076927010076,0.4692886476500826,-0.26587032315103243,0.8430621624900814,-0.9620082921633191,1
-0.06321777324582567,0.38854318273094113,0.5953894494773422,0.5853188697318865,-0.907379124881952,-0.24235183992311127,0.5765909382800871,-0.7342524197528235,-0.5057134177280176,-0.7162103243498874,-0.938979688362509,0.33896506105400137,-0.5287820446022171,0.9075076873272014,-0.6325580746133164,0.594194803774359,-0.8632002605334459,0.07263588463452142,-0.22403213216645734,-0.21488045547055434,-0.7584651023774704,0.9413111399890677,0.7324489940259511,-0.045001433183135875,-0.18036441749996546,-0.3893226656250215,0.6289504817743199,0.2760905952129731,-0.2774180439681002,-0.8185875573008796,0.21423047078261437,-0.09868832462839094,-0.38211708628740926,-0.8183931201965056,0.18468556515747858,0.9812001668844159,2
-0.3590045962225399,-0.18288996241794364,-0.4131516821339343,0.25134857895123464,0.512125915506034,-0.8724492123699994,0.1632391736202503,-0.385519385873494,-0.6934852798376543,0.5269555009160432,-0.2822977712549626,0.15420981799691136,0.30133526711080316,-0.8106557851189933,-0.9670161951034741,-0.6045016543070771,0.017977251522833138,-0.5079572325833239,-0.4908254466714259,0.19148050282223905,-0.07911415385291787,-0.26167845817738145,0.23477520058917545,0.1980865537396186,0.9885503003300657,0.5422044607556249,0.5035597980752169,-0.2853942893196153,0.04265708213724295,-0.1655154508507155,-0.9479481651332862,0.16480684752513652,0.9401984833888106,-0.39780407704540566,0.6583424040792951,0.32337669535077684,3
-0.7577056392263359,-0.9953268497575238,-0.6169079389628906,0.9637168389547441,-0.04959887899547466,0.9987812425070999,0.7895730851453704,-0.08033864241856659,0.4900461829803484,0.009232250615452964,-0.771261289853421,0.9492459465657406,0.0058570885881126244,-0.36588655074925525,-0.875549778852815,-0.5844691740683394,-0.4950502193731907,-0.7077849637613352,0.43565076478697784,-0.5912377502170796,0.7224575240849764,0.5691109811906112,-0.07006825572035513,0.272147075478242,-0.19139116499836528,-0.04595637006540465,0.2640204935125281,-0.8785318392166286,-0.9282600159021928,-0.10877783753014647,-0.4242107631576828,0.9287090871616472,-0.8617723319202233,-0.7917339934550429,-0.7057983462550674,-0.9503739897014005,4
-0.9338532857454673,-0.34249923757015077,-0.06976561536366965,0.1299996590609136,-0.566845459227435,0.5195412386266081,-0.7225561676524597,-0.06782973637249268,-0.7320681940564073,-0.9717941580943796,0.4927854163467651,0.627910983579828,0.33837624100586305,0.7584676177834675,-0.7761485667606387,-0.2900654392793096,-0.6766627916847732,-0.25152439802305615,-0.3202691939734268,0.27799797343437005,0.7092424553734256,0.34944534383418,-0.7093885365676276,-0.07667697745737967,-0.16856537594629462,0.6427147970106895,-0.3157334495952182,0.6463197704014083,-0.5393219972933194,0.8302017156664467,0.13342343339569807,-0.3369919935178052,0.247448413300291,-0.6557292221410049,-0.9938291726980255,-0.9644532251209998,5
0.42722204319008195,-0.31487018064856653,0.6106364180837829,-0.443874700052886,0.03572456004470248,-0.8888337261934778,0.3500121044827189,-0.5565737179668715,0.6540696158617014,0.03762733936569984,0.7194413486051947,-0.5985249084309443,0.7945019067327943,0.576419729505486,-0.18528298071738858,-0.9872139888640823,0.8460392557741216,0.3708462024369863,0.9022960373394302,-0.2613194985340752,0.2549978649375779,0.1947770305904215,0.44384660821660415,-0.8909993890206616,-0.02575142228684779,0.4610224265753704,0.6100202654953868,-0.4441991211844074,0.13110124083193786,0.512624321101566,0.4683461763472867,-0.4605688642484047,0.24853758293269523,0.20384398217345168,0.7276289926407187,-0.15552283739970219,6
-0.20596138671829545,-0.5963110726084253,-0.9868738376906594,0.18370513393151855,-0.6125628723021168,-0.6227706965748687,0.2089479874743052,-0.8376595494516634,0.2055393927505027,0.05719389470851399,-0.2244865546198882,-0.35599073890237176,-0.07432075942489957,0.8715240925127106,-0.4150083948173753,0.9389530467885674,0.1738041517183706,-0.7567611292265557,0.13101047949458433,-0.8437103037403701,-0.13497631454046166,-0.05454673190626935,-0.18937949424248912,0.8649080842876171,-0.4210886111162173,-0.30720024743011565,-0.8082153600622743,-0.3371268410281043,0.5143651848852846,-0.9331314763982608,0.15765342465705956,-0.9652563151124358,-0.7827727653891465,-0.5847270315930175,0.4576212074076882,-0.10021198648489182,7
-0.3353311371530572,-0.4495868350312464,0.5439350991708503,0.7547980781221437,0.3603066009836182,-0.41904428412925565,-0.29808409545546444,0.039229169993071134,-0.14859434745028266,0.37626179859214637,-0.9045833273073292,0.34402967456562816,-0.2002357685265459,0.7273197080088134,-0.5528078045980906,0.10184395472014862,-0.5431750512812268,-0.524043128304065,-0.010413654428540253,0.6431546924231812,0.20417641681478305,0.6699805687033265,-0.6142417483197125,-0.9611617067536462,0.8605621656688294,-0.22415435972023623,-0.8361962695124383,0.9345762700790403,0.8331234935397416,-0.11307868165818014,-0.6101566448146647,0.8072134032122846,-0.8898399114216464,0.5471476971683857,0.5772135069876045,0.20563573728039342,8
-0.8379716988385759,0.6364712584421846,0.3786754899098388,0.08639740365146764,-0.24130659031851676,0.7070483023392391,0.5681316024088707,-0.32802781307329165,0.8436624345498769,0.9681268867790982,0.990779603445753,-0.030189702093440962,-0.8667878234272801,0.5434475685424267,0.9485891948011398,-0.7295883829413286,0.33007469651254384,0.699614589718281,0.8044615906343586,0.4576988431809088,0.5954846176564643,0.9930354257261258,-0.5414367467977519,0.158463404342301,-0.5729573557494416,0.4924075741175067,0.32661280922910185,-0.8246120906278245,-0.9737380087876175,0.70525448288585,-0.23021707085140752,0.2158064973115228,0.2701793836730968,0.875344725819359,0.4389906619349573,-0.6557413217774237,9
0.019902219023139267,0.507777979061568,0.9214611279004039,-0.6922373925347067,0.31741951033425697,-0.2972481884731326,-0.5427443898061524,0.17158693941576697,-0.3510189678811111,-0.10020769278354003,-0.6095573443529598,0.29753796219874595,0.031094867393608228,0.7123187262205517,-0.08039090177485919,0.5604062812473543,0.23270370272684482,-0.5965491664028864,0.8641301675231945,0.7044947267853758,0.050858761511756834,-0.4835562575388124,0.18181394054127775,0.5287691234337575,-0.5073705914104485,0.5659959097243954,0.1708311642060678,-0.742150275120971,0.3679328942078197,-0.1547868927464855,0.577019433990982,-0.0007777980769412274,-0.8057661574841519,-0.6844097334355892,0.36495823215273004,-0.9234285628351069,10
