carbon_1,carbon_2,carbon_3,consumption_1,consumption_2,consumption_3,hour_1,hour_2,hour_3,humidity_1,humidity_2,humidity_3,load_1,load_2,load_3,price_1,price_2,price_3,price_pred_1,price_pred_2,price_pred_3,solar_1,solar_2,solar_3,solar_diffused_1,solar_diffused_2,solar_diffused_3,solar_direct_1,solar_direct_2,solar_direct_3,storage_1,storage_2,storage_3,temp_1,temp_2,temp_3
-0.15695303309478714,-0.17852715412238396,-0.26517586068988813,-0.6430290094806935,-0.5953675109642926,0.32634902517553577,0.5949173388178153,-0.734877918027172,-0.7329343247451767,-0.13830664230105275,-0.3175083897133812,-0.5821928889454885,-0.010103413194461772,0.2637536351124748,-0.8628115609832657,0.6263737778660613,0.7820184427500597,-0.125878513628284,-0.6355752708757428,-0.9389704104536496,0.1268303606200994,-0.924859000305092,0.6423083671538367,-0.0797686407321945,0.18397547912789475,0.5813227815597031,0.9242044128587922,0.7885696847397364,-0.01472154696637061,-0.13738324069817187,0.2501769716431749,0.47410372475500273,0.16687177960450883,-0.7215548716753852,-0.6125555828087651,-0.6844710703916598
