iter	RMSE
0	0.9891443431
1	0.969938033
2	0.9492542888
3	0.9311202111
4	0.9123590758
5	0.895686163
6	0.8779844736
7	0.8587789945
8	0.8414222863
9	0.8245667167
10	0.8069060094
11	0.7896586516
12	0.7729689086
13	0.7570484088
14	0.7419747241
15	0.7277981003
16	0.713461454
17	0.6980268587
18	0.6833768769
19	0.6705122345
20	0.657097031
21	0.6429472914
22	0.6292117617
23	0.6167267065
24	0.6045019166
25	0.592253994
26	0.5814469429
27	0.5691911512
28	0.5574640056
29	0.546745186
30	0.535679104
31	0.5247072933
32	0.5144099477
33	0.5052471729
34	0.4953092511
35	0.4853056469
36	0.4756256743
37	0.4666866923
38	0.4571769126
39	0.447260177
40	0.4378406664
41	0.4297304473
42	0.4208476359
43	0.4127028637
44	0.4045258641
45	0.3967259197
46	0.3879530545
47	0.381083743
48	0.372738514
49	0.3657994012
50	0.3590315303
51	0.3512752858
52	0.3444004179
53	0.3376773275
54	0.3312237618
55	0.3255553366
56	0.3196765941
57	0.3136244137
58	0.3078721803
59	0.3018700406
60	0.2968008609
61	0.2909491366
62	0.2865860606
63	0.2815093092
64	0.2759419789
65	0.2706612623
66	0.2655915578
67	0.2605082774
68	0.2555916586
69	0.250656469
70	0.2466080393
71	0.242191476
72	0.2378934604
73	0.233742652
74	0.2293909253
75	0.2251169586
76	0.2210632056
77	0.2166331943
78	0.2129813746
79	0.2091066671
80	0.2051031783
81	0.2016826426
82	0.1978106455
83	0.1946845459
84	0.1914472786
85	0.1875408157
86	0.1841092389
87	0.1803375958
88	0.1765572777
89	0.1735723982
90	0.1710883988
91	0.1675517989
92	0.1644965913
93	0.1616153935
94	0.158254328
95	0.1550783252
96	0.152480074
97	0.1496207954
98	0.1465971512
99	0.1441793443
100	0.141636559
101	0.1393326
102	0.1366484299
103	0.134071246
104	0.1316118699
105	0.128971678
106	0.126714229
107	0.1246105165
108	0.1220806098
109	0.120011918
110	0.117785691
111	0.1159462387
112	0.1140647908
113	0.1119266109
114	0.109799265
115	0.1078982023
116	0.1063535781
117	0.1045067578
118	0.1025920974
119	0.1008468005
120	0.09938825258
121	0.09789816505
122	0.09623710456
123	0.09468026466
124	0.09301201499
125	0.09166229667
126	0.09020422546
127	0.08874417085
128	0.08737077703
129	0.08593044597
130	0.08452745917
131	0.0830248871
132	0.08168765839
133	0.08041973845
134	0.07914621233
135	0.07785359987
136	0.07690607686
137	0.07563060731
138	0.07449661148
139	0.07360981468
140	0.07250310398
141	0.07142645015
142	0.07045661539
143	0.06942035974
144	0.06843886346
145	0.06762915996
146	0.06667875022
147	0.06571163852
148	0.06480485639
149	0.0638505894
150	0.06295549786
151	0.06230414102
152	0.06162701304
153	0.06098585472
154	0.0602018416
155	0.05942440246
156	0.05868035692
157	0.05793628309
158	0.05728437703
159	0.05653150745
160	0.05584988701
161	0.0551650753
162	0.05446071499
163	0.05385098408
164	0.05327281268
165	0.05268824047
166	0.05198534513
167	0.05139918395
168	0.0509511848
169	0.0504551982
170	0.04983946033
171	0.0492626788
172	0.04857491723
173	0.047972003
174	0.04754690108
175	0.04695024111
176	0.0465127998
177	0.04599150685
178	0.04566676514
179	0.04528344884
180	0.04480816167
181	0.04427341601
182	0.04379189095
183	0.04329537748
184	0.04298200096
185	0.04260963798
186	0.04230820071
187	0.0418589655
188	0.0415457925
189	0.04115831101
190	0.04071412063
191	0.04038993872
192	0.04009352367
193	0.0396985933
194	0.03939255029
195	0.03907581321
196	0.03869317
197	0.0384299293
198	0.03804005073
199	0.03765976136
200	0.03740477719
201	0.03712980232
202	0.03686088665
203	0.03656808997
204	0.03627421112
205	0.03595798301
206	0.03577353609
207	0.03552140643
208	0.03526103428
209	0.03504605918
210	0.03484130946
211	0.03462666335
212	0.0343790117
213	0.03410200262
214	0.03378622606
215	0.0334979791
216	0.03324453006
217	0.03298387009
218	0.03275247478
219	0.03258478444
220	0.03238232409
221	0.03218154097
222	0.03198310293
223	0.03169831082
224	0.03151367521
225	0.03127835337
226	0.03102756219
227	0.03088347263
228	0.03069028012
229	0.03049060393
230	0.0302503223
231	0.02998537461
232	0.02978730402
233	0.02958842809
234	0.02934076153
235	0.0291683687
236	0.02894658408
237	0.02873413854
238	0.02857439546
239	0.02841201242
240	0.02826774959
241	0.02813515607
242	0.02800311078
243	0.02786259053
244	0.02768024842
245	0.02751911971
246	0.0273687231
247	0.02723588973
248	0.02706980865
249	0.02683287879
250	0.02669915999
251	0.02657723512
252	0.02642374134
253	0.02639041207
254	0.02628185967
255	0.0262337986
256	0.02619726182
257	0.02607445152
258	0.02596372561
259	0.02592035483
260	0.02588637143
261	0.02577299746
262	0.02567110077
263	0.02563082606
264	0.02546586719
265	0.02536661785
266	0.0253362782
267	0.02526732125
268	0.02518979831
269	0.02515665343
270	0.02504028672
271	0.02500215584
272	0.02497297477
273	0.0249419343
274	0.02490917488
275	0.02481980173
276	0.02462167017
277	0.02458654038
278	0.02455975887
279	0.02453435069
280	0.02445915826
281	0.02432024972
282	0.02429547754
283	0.02426995457
284	0.02417200887
285	0.0241402603
286	0.02404272529
287	0.02401644747
288	0.02387266247
289	0.02375129677
290	0.02369343365
291	0.023625468
292	0.0234475626
293	0.02341329341
294	0.02338202993
295	0.02331349541
296	0.02325577984
297	0.02323200852
298	0.02311900648
299	0.02309871798
300	0.0230066035
301	0.02298269601
302	0.02295153565
303	0.0228422612
304	0.02277996379
305	0.02274817132
306	0.02268375353
307	0.02257433321
308	0.0225419863
309	0.02249022356
310	0.02243940264
311	0.02235293128
312	0.02224946019
313	0.02220005855
314	0.02217999693
315	0.02202633238
316	0.02199392937
317	0.02197461014
318	0.0219426992
319	0.02192417643
320	0.02187670749
321	0.02181089311
322	0.02173633936
323	0.02167793198
324	0.02166110239
325	0.02163389597
326	0.02161603556
327	0.02158983978
328	0.02151761829
329	0.0215004183
330	0.02148329377
331	0.02146636364
332	0.02140634675
333	0.02139108197
334	0.02137606109
335	0.02136127987
336	0.02131584417
337	0.0213014263
338	0.02123115652
339	0.0212191293
340	0.02120362032
341	0.02119110562
342	0.02117602536
343	0.02116120723
344	0.0210920518
345	0.02102425215
346	0.02101217429
347	0.02100092588
348	0.02098916089
349	0.02097823341
350	0.02092021166
351	0.02089975852
352	0.0208427332
353	0.02076561284
354	0.02075480474
355	0.02073482506
356	0.02066833996
357	0.02065770811
358	0.0206022772
359	0.02059175028
360	0.02057222524
361	0.02053082418
362	0.02052052947
363	0.02045562477
364	0.02043304672
365	0.02037855431
366	0.02036838415
367	0.02035835151
368	0.020304715
369	0.02029479058
370	0.02028500048
371	0.02023220678
372	0.0202103409
373	0.02018895943
374	0.02014910229
375	0.02008559384
376	0.02007600253
377	0.02006355138
378	0.02001160393
379	0.02000223837
380	0.01999299974
381	0.01994186618
382	0.01993272825
383	0.01989828356
384	0.01983616763
385	0.01982716303
386	0.01981826466
387	0.01976756387
388	0.01974865648
389	0.01973010351
390	0.01971189812
391	0.01965080687
392	0.01963290281
393	0.01961499239
394	0.01956502739
395	0.01954775793
396	0.01953081048
397	0.01951417883
398	0.0194978569
399	0.01944862597
400	0.01944006237
401	0.01942405473
402	0.01941563939
403	0.01935538899
404	0.01933967285
405	0.01933137611
406	0.01928192565
407	0.01926612226
408	0.01925794662
409	0.01920750331
410	0.01919240798
411	0.01913307507
412	0.01911783616
413	0.0191099015
414	0.01906058147
415	0.01904603722
416	0.01899772932
417	0.01898346197
418	0.01894458761
419	0.0189305921
420	0.01892301863
421	0.01886654903
422	0.01885281214
423	0.01882455072
424	0.01878482506
425	0.01874701126
426	0.01871281798
427	0.01870557141
428	0.01866704091
429	0.01863337349
430	0.0185705045
431	0.01856344437
432	0.01850143217
433	0.01848795483
434	0.01842677354
435	0.01841937364
436	0.01840562037
437	0.01834523667
438	0.01833795002
439	0.01833075958
440	0.01827116082
441	0.01823566215
442	0.01817717176
443	0.01817002752
444	0.01816298492
445	0.018105254
446	0.01809828541
447	0.0180250701
448	0.01799057164
449	0.0179310844
450	0.01791787226
451	0.01786177767
452	0.01785498836
453	0.01780638486
454	0.01775110705
455	0.01774307628
456	0.01768853334
457	0.01768060212
458	0.0176739594
459	0.01764130811
460	0.01758754949
461	0.01753107601
462	0.01751760974
463	0.0174647666
464	0.01745708624
465	0.01745056024
466	0.01739840155
467	0.01738521136
468	0.01733374147
469	0.01732842021
470	0.01731183316
471	0.01726109914
472	0.017253581
473	0.0172373176
474	0.01723009934
475	0.01721862191
476	0.01716854986
477	0.01716117939
478	0.01709525183
479	0.01708797509
480	0.01707215849
481	0.01702650011
482	0.01701949297
483	0.01697063218
484	0.01695540472
485	0.01694852705
486	0.0169417564
487	0.01691084531
488	0.0169038032
489	0.01688898728
490	0.01682529824
491	0.0168099629
492	0.01680302
493	0.01674053209
494	0.01673367821
495	0.01671923237
496	0.01671248606
497	0.01669833086
498	0.01663694588
499	0.01660819725
500	0.0166015253
501	0.01659685033
502	0.01656796206
503	0.01656145973
504	0.0165560388
505	0.01655154061
506	0.01652347303
507	0.01651818451
508	0.01650407997
509	0.01644557116
510	0.01643935298
511	0.01643499922
512	0.01637772679
513	0.01637258879
514	0.0163589413
515	0.01635468435
516	0.01629857865
517	0.0162713514
518	0.01626537385
519	0.01626039398
520	0.01624704022
521	0.01619212021
522	0.01618719303
523	0.01616054069
524	0.01615475049
525	0.01614993674
526	0.01609620094
527	0.01609220979
528	0.01606605923
529	0.01606134191
530	0.01605578648
531	0.0160427302
532	0.01601709447
533	0.01601162193
534	0.01595904057
535	0.01595447014
536	0.01595069534
537	0.01593647978
538	0.01588497128
539	0.01587217357
540	0.01585964136
541	0.01583469344
542	0.0158310171
543	0.01578056372
544	0.01577537154
545	0.01575091433
546	0.0157465976
547	0.01574152747
548	0.01569215361
549	0.015687932
550	0.0156756831
551	0.01566227415
552	0.01562732292
553	0.01561365835
554	0.01559002575
555	0.01557658499
556	0.01557169459
557	0.01555848873
558	0.01550579836
559	0.01550239479
560	0.01548936825
561	0.01548600159
562	0.0154628802
563	0.01541151429
564	0.01539864821
565	0.01539465613
566	0.01538201495
567	0.01537731252
568	0.01534416147
569	0.01533424342
