iter	RMSE
570	0.01532178519
571	0.01531089487
572	0.01530767686
573	0.01529796767
574	0.01526480677
575	0.01525270116
576	0.01524080845
577	0.01523704691
578	0.01521492047
579	0.0152032187
580	0.01519951027
581	0.01512706047
582	0.01512003043
583	0.01511636237
584	0.01510945708
585	0.01510583914
586	0.01509905624
587	0.01509548776
588	0.01508882493
589	0.01506704928
590	0.01503666884
591	0.01503011719
592	0.01500343877
593	0.01500046895
594	0.01499402238
595	0.01498975438
596	0.01496341809
597	0.01495707436
598	0.01495286808
599	0.01492097141
600	0.01489495303
601	0.01488584926
602	0.01487959929
603	0.01487345935
604	0.01484776135
605	0.01484364821
606	0.01483760505
607	0.01481224001
608	0.01478244136
609	0.01475739744
610	0.01474845477
611	0.01473790137
612	0.01472753018
613	0.01472295171
614	0.01471423399
615	0.01468314854
616	0.01467292415
617	0.01464823819
618	0.01462810399
619	0.0146180663
620	0.0146136296
621	0.01460376617
622	0.01459939029
623	0.01455234933
624	0.01454801786
625	0.01452629412
626	0.01451789831
627	0.01450826229
628	0.01447939753
629	0.01447113194
630	0.0144470409
631	0.01443756962
632	0.01443338666
633	0.01441312993
634	0.01440899372
635	0.01438524563
636	0.01438217603
637	0.0143366233
638	0.0143286156
639	0.01430784202
640	0.01429995531
641	0.0142907641
642	0.01426096221
643	0.01424225604
644	0.01423795776
645	0.01421749749
646	0.01419450274
647	0.01419024807
648	0.01418778352
649	0.01417880374
650	0.01417120226
651	0.01415130852
652	0.01414382244
653	0.01412136724
654	0.01411647864
655	0.01408870316
656	0.01406653111
657	0.01405782268
658	0.0140395686
659	0.0140309895
660	0.01402789679
661	0.01402485861
662	0.01400575077
663	0.01395700747
664	0.01395398616
665	0.01391075364
666	0.01386324549
667	0.01386083435
668	0.01385249702
669	0.01382561988
670	0.01382092885
671	0.01381271549
672	0.01380562583
673	0.01378736177
674	0.01378038037
675	0.01375952201
676	0.01373071408
677	0.01371011211
678	0.01368979697
679	0.01368288662
680	0.01366461752
681	0.01366014137
682	0.01364009262
683	0.0136137206
684	0.01359393427
685	0.01358950494
686	0.01357166639
687	0.0135520197
688	0.01354972944
689	0.01353288005
690	0.01353005225
691	0.01352229703
692	0.01352008545
693	0.0134928225
694	0.01347348917
695	0.01341515945
696	0.01341294251
697	0.01340864121
